Date,price
2009-01-05,1437.295288
2009-01-06,1435.494385
2009-01-07,1421.427856
2009-01-08,1402.619385
2009-01-09,1416.62793
2009-01-12,1406.51123
2009-01-13,1399.6915279999998
2009-01-14,1386.8647460000002
2009-01-15,1343.454102
2009-01-16,1363.835571
2009-01-19,1350.646851
2009-01-20,1344.111084
2009-01-21,1321.413696
2009-01-22,1327.283691
2009-01-23,1315.545898
2009-01-27,1336.591309
2009-01-28,1321.411743
2009-01-29,1324.610718
2009-01-30,1332.627441
2009-02-02,1310.6040039999998
2009-02-03,1304.292358
2009-02-04,1320.32373
2009-02-05,1328.0355220000001
2009-02-06,1350.60083
2009-02-09,1342.186035
2009-02-10,1332.0894779999999
2009-02-11,1324.784668
2009-02-12,1325.381714
2009-02-13,1338.702148
2009-02-16,1341.962158
2009-02-17,1318.000977
2009-02-18,1330.5704349999999
2009-02-19,1323.6567380000001
2009-02-20,1296.903564
2009-02-23,1312.400024
2009-02-24,1295.830566
2009-02-25,1300.069458
2009-02-26,1290.282837
2009-02-27,1285.4377439999998
2009-03-02,1256.071655
2009-03-03,1264.778442
2009-03-04,1289.341797
2009-03-05,1288.035767
2009-03-06,1286.654785
2009-03-10,1300.176392
2009-03-11,1314.47998
2009-03-12,1310.3751220000001
2009-03-13,1327.397705
2009-03-16,1324.807739
2009-03-17,1312.053101
2009-03-18,1322.797729
2009-03-19,1341.563232
2009-03-20,1360.848633
2009-03-23,1406.605225
2009-03-24,1436.073364
2009-03-25,1419.930908
2009-03-27,1462.701538
2009-03-30,1419.049927
2009-03-31,1434.0313720000001
2009-04-01,1461.70459
2009-04-02,1499.688477
2009-04-03,1500.3164060000001
2009-04-06,1516.596069
2009-04-07,1490.8127439999998
2009-04-08,1465.706543
2009-04-09,
2009-04-13,1540.357178
2009-04-14,1570.214355
2009-04-15,1593.615601
2009-04-16,1625.038818
2009-04-17,1634.741455
2009-04-20,1661.795654
2009-04-22,1615.184082
2009-04-23,1592.6525880000002
2009-04-24,1591.288818
2009-04-27,1576.034302
2009-04-28,1595.867676
2009-04-29,1644.13623
2009-04-30,1722.714844
2009-05-01,1729.530762
2009-05-04,1788.093994
2009-05-05,1772.017334
2009-05-06,1798.2827149999998
2009-05-07,1828.797729
2009-05-08,1862.476685
2009-05-11,1830.686646
2009-05-12,1841.9672850000002
2009-05-13,1851.2771
2009-05-14,1784.950073
2009-05-15,1750.862061
2009-05-18,1803.514404
2009-05-19,1885.959961
2009-05-20,1885.6660160000001
2009-05-21,
2009-05-22,1881.653198
2009-05-25,1890.914795
2009-05-26,1857.530884
2009-05-27,1892.7868649999998
2009-05-28,1902.8194579999997
2009-05-29,1916.77417
2009-06-01,1998.52063
2009-06-02,1998.583618
2009-06-03,2010.854248
2009-06-04,2032.65564
2009-06-05,2078.869141
2009-06-08,2056.5859379999997
2009-06-09,2093.231934
2009-06-10,2108.751465
2009-06-11,2089.5229489999997
2009-06-12,2090.881104
2009-06-15,2069.813721
2009-06-16,2030.305664
2009-06-17,2024.9047850000002
2009-06-18,1950.929077
2009-06-19,1990.412964
2009-06-22,1974.968384
2009-06-23,1914.328125
2009-06-24,1995.6147460000002
2009-06-25,2044.110352
2009-06-26,2040.132446
2009-06-29,2033.65564
2009-06-30,2026.7198489999998
2009-07-01,2059.822754
2009-07-02,2065.69165
2009-07-03,2075.240479
2009-07-06,2034.949585
2009-07-07,2083.185303
2009-07-08,
2009-07-09,2083.912354
2009-07-10,2063.032715
2009-07-13,2020.079102
2009-07-14,2056.518066
2009-07-15,2123.215088
2009-07-16,2117.886963
2009-07-17,2106.290527
2009-07-20,
2009-07-21,2146.490234
2009-07-22,2125.552002
2009-07-23,2160.652832
2009-07-24,2185.589355
2009-07-27,2209.0354
2009-07-28,2237.0385739999997
2009-07-29,2225.746094
2009-07-30,2298.066895
2009-07-31,2323.1669920000004
2009-08-03,2338.727783
2009-08-04,2360.0239260000003
2009-08-05,2316.994385
2009-08-06,2359.906982
2009-08-07,2349.063232
2009-08-10,2389.491211
2009-08-11,2399.20459
2009-08-12,2347.28833
2009-08-13,2396.418701
2009-08-14,2386.794189
2009-08-18,2336.917725
2009-08-19,2277.684326
2009-08-20,2328.5698239999997
2009-08-21,2333.8276370000003
2009-08-24,2375.803711
2009-08-25,2380.450195
2009-08-26,2380.0161129999997
2009-08-27,2355.994141
2009-08-28,2377.17627
2009-08-31,2341.467529
2009-09-01,2326.844971
2009-09-02,2285.857178
2009-09-03,2322.177002
2009-09-04,2322.6669920000004
2009-09-07,2340.32251
2009-09-08,2371.231689
2009-09-09,2383.26709
2009-09-10,2411.791504
2009-09-11,2415.874268
2009-09-14,2382.631104
2009-09-15,2420.037109
2009-09-16,2439.284424
2009-09-17,2456.913086
2009-09-24,2468.828857
2009-09-25,2444.511475
2009-09-28,2397.756592
2009-09-29,2443.758545
2009-09-30,2467.517822
2009-10-01,2477.897461
2009-10-02,2479.77417
2009-10-05,2480.339355
2009-10-06,2528.0708010000003
2009-10-07,2513.331299
2009-10-08,2484.444336
2009-10-09,2474.327393
2009-10-12,2456.615967
2009-10-13,2471.918457
2009-10-14,2511.64624
2009-10-15,2515.30835
2009-10-16,2515.731201
2009-10-19,2520.849365
2009-10-20,2502.141846
2009-10-21,2476.7236329999996
2009-10-22,2433.112061
2009-10-23,2467.8747559999997
2009-10-26,2467.6408690000003
2009-10-27,2425.128906
2009-10-28,2355.244141
2009-10-29,2343.963379
2009-10-30,2367.630615
2009-11-02,2371.571777
2009-11-03,2334.036621
2009-11-04,2371.785645
2009-11-05,2367.143799
2009-11-06,2395.034912
2009-11-09,2406.362549
2009-11-10,2381.884277
2009-11-11,2403.8076170000004
2009-11-12,2420.209229
2009-11-13,2426.729004
2009-11-16,2468.601807
2009-11-17,2473.715576
2009-11-18,2484.155273
2009-11-19,2468.714844
2009-11-20,2487.29126
2009-11-23,2481.342285
2009-11-24,2471.810547
2009-11-25,2461.455078
2009-11-26,2393.447998
2009-11-30,2415.7651370000003
2009-12-01,2452.427979
2009-12-02,2471.490479
2009-12-03,2499.962891
2009-12-04,2511.470215
2009-12-07,2483.684326
2009-12-08,2483.818359
2009-12-09,2481.223389
2009-12-10,2486.363281
2009-12-11,2519.024414
2009-12-14,2506.311768
2009-12-15,2494.662842
2009-12-16,2522.470215
2009-12-17,2509.501221
2009-12-21,2431.316895
2009-12-22,2467.563721
2009-12-23,2474.80957
2009-12-28,2509.6171879999997
2009-12-29,2518.919189
2009-12-30,2534.2807620000003
2010-01-04,2575.33667
2010-01-05,2605.199707
2010-01-06,2603.219727
2010-01-07,2586.818115
2010-01-08,2614.29248
2010-01-11,2632.125977
2010-01-12,2659.471924
2010-01-13,2632.793945
2010-01-14,2645.102295
2010-01-15,2647.011475
2010-01-18,2642.469482
2010-01-19,2665.991943
2010-01-20,2667.1870120000003
2010-01-21,2638.303955
2010-01-22,2610.262695
2010-01-25,2597.782959
2010-01-26,2578.338623
2010-01-27,2564.478027
2010-01-28,2619.487305
2010-01-29,2610.7185059999997
2010-02-01,2587.472168
2010-02-02,2580.174561
2010-02-03,2604.47168
2010-02-04,2593.143066
2010-02-05,2518.9013670000004
2010-02-08,2475.498535
2010-02-09,2489.411377
2010-02-10,2483.3642579999996
2010-02-11,2507.6767579999996
2010-02-12,2534.061768
2010-02-15,2517.381348
2010-02-16,2558.428955
2010-02-17,2581.263672
2010-02-18,2559.9580079999996
2010-02-19,2554.300049
2010-02-22,2564.1870120000003
2010-02-23,2583.573975
2010-02-24,2579.3396
2010-02-25,2548.957275
2010-03-01,2554.598145
2010-03-02,2576.514648
2010-03-03,2567.012939
2010-03-04,2565.568848
2010-03-05,2578.695557
2010-03-08,2626.372803
2010-03-09,2657.088135
2010-03-10,2670.139648
2010-03-11,2676.442627
2010-03-12,2666.431885
2010-03-15,2669.528809
2010-03-17,2756.1801760000003
2010-03-18,2737.160645
2010-03-19,2742.892578
2010-03-22,2702.320557
2010-03-23,2720.78125
2010-03-24,2774.767578
2010-03-25,2799.065918
2010-03-26,2812.998535
2010-03-29,2794.6879879999997
2010-03-30,2798.185059
2010-03-31,2777.2185059999997
2010-04-01,2829.912109
2010-04-05,2887.1604
2010-04-06,2880.883545
2010-04-07,2898.496094
2010-04-08,2850.749268
2010-04-09,2844.9267579999996
2010-04-12,2881.247559
2010-04-13,2884.6142579999996
2010-04-14,2884.9291989999997
2010-04-15,2900.444092
2010-04-16,2878.5854489999997
2010-04-19,2840.34082
2010-04-20,2891.184082
2010-04-21,2912.739502
2010-04-22,2926.445068
2010-04-23,2924.644043
2010-04-26,2944.621582
2010-04-27,2939.211914
2010-04-28,2903.23291
2010-04-29,2926.773193
2010-04-30,2971.163818
2010-05-03,2960.807129
2010-05-04,2958.927246
2010-05-05,2846.154541
2010-05-06,2810.532471
2010-05-07,2739.251709
2010-05-10,2850.342285
2010-05-11,2812.8076170000004
2010-05-12,2847.537354
2010-05-14,2858.300293
2010-05-17,2819.38623
2010-05-18,2834.101807
2010-05-19,2729.402832
2010-05-20,2694.169189
2010-05-21,2623.143066
2010-05-24,2609.532715
2010-05-25,2514.044189
2010-05-26,2696.699951
2010-05-27,2713.842529
2010-05-31,2796.874023
2010-06-01,2724.53418
2010-06-02,2733.596924
2010-06-03,2810.893555
2010-06-04,2823.167236
2010-06-07,2750.1513670000004
2010-06-08,2779.900391
2010-06-09,2785.7104489999997
2010-06-10,2770.705078
2010-06-11,2801.815674
2010-06-14,2826.753174
2010-06-15,2830.089111
2010-06-16,2858.574219
2010-06-17,2891.011963
2010-06-18,2929.502197
2010-06-21,2941.815674
2010-06-22,2934.501953
2010-06-23,2924.703125
2010-06-24,2914.008545
2010-06-25,2946.935547
2010-06-28,2955.644287
2010-06-29,2893.285156
2010-06-30,2913.597656
2010-07-01,2874.162842
2010-07-02,2871.46875
2010-07-05,2877.2185059999997
2010-07-06,2910.561523
2010-07-07,2901.9580079999996
2010-07-08,2915.821533
2010-07-09,2943.808594
2010-07-12,2958.7033690000003
2010-07-13,2961.424072
2010-07-14,2980.970459
2010-07-15,2980.5083010000003
2010-07-16,2992.361084
2010-07-19,2975.4838870000003
2010-07-20,2995.3520510000003
2010-07-21,3013.311523
2010-07-22,3009.83374
2010-07-23,3041.9296879999997
2010-07-26,3023.6091309999997
2010-07-27,3041.587646
2010-07-28,3057.384277
2010-07-29,3096.723877
2010-07-30,3069.188965
2010-08-02,3058.888184
2010-08-03,2973.567871
2010-08-04,2983.158447
2010-08-05,3044.850586
2010-08-06,3060.502197
2010-08-09,3082.506348
2010-08-10,3057.070068
2010-08-11,3035.228027
2010-08-12,3025.5541989999997
2010-08-13,3052.919434
2010-08-16,3052.508545
2010-08-18,3071.995605
2010-08-19,3105.258057
2010-08-20,3117.627441
2010-08-23,3128.6408690000003
2010-08-24,3114.846436
2010-08-25,3138.81665
2010-08-26,3145.041748
2010-08-27,3104.6408690000003
2010-08-30,3099.4729
2010-08-31,3081.79248
2010-09-01,3135.2229
2010-09-02,3122.056396
2010-09-03,3164.18335
2010-09-06,3217.05249
2010-09-07,3230.7919920000004
2010-09-15,3356.9323729999996
2010-09-16,3341.532959
2010-09-17,3384.5527340000003
2010-09-20,3370.88208
2010-09-21,3364.937256
2010-09-22,3343.243652
2010-09-23,3337.0979
2010-09-24,3397.525146
2010-09-27,3467.932861
2010-09-28,3472.604004
2010-09-29,3495.360352
2010-09-30,3501.192139
2010-10-01,3547.0097659999997
2010-10-04,3569.39209
2010-10-05,3591.588379
2010-10-06,3603.297119
2010-10-07,3586.07959
2010-10-08,3546.8488770000004
2010-10-11,3548.640625
2010-10-12,3547.142822
2010-10-13,3611.8718259999996
2010-10-14,3618.3706049999996
2010-10-15,3596.9243159999996
2010-10-18,3566.812012
2010-10-19,3592.681396
2010-10-20,3578.8479
2010-10-21,3587.903564
2010-10-22,3597.638428
2010-10-25,3643.382813
2010-10-26,3653.993652
2010-10-27,3624.359375
2010-10-28,3638.717773
2010-10-29,3635.216064
2010-11-01,3645.038818
2010-11-02,3625.380371
2010-11-03,3605.5661619999996
2010-11-04,3628.938232
2010-11-05,3655.196289
2010-11-08,3699.1530759999996
2010-11-09,3737.373047
2010-11-10,3756.8554689999996
2010-11-11,3744.506836
2010-11-12,3665.737061
2010-11-15,3656.353271
2010-11-16,3673.9179689999996
2010-11-18,3677.794922
2010-11-19,3724.9375
2010-11-22,3741.11792
2010-11-23,3678.084961
2010-11-24,3658.668457
2010-11-25,3701.9030759999996
2010-11-26,3642.391846
2010-11-29,3630.5283200000003
2010-11-30,3531.1062009999996
2010-12-01,3618.986572
2010-12-02,3694.470215
2010-12-03,3696.150146
2010-12-06,3722.236572
2010-12-08,3769.8808590000003
2010-12-09,3785.984375
2010-12-10,3747.603027
2010-12-13,3692.122314
2010-12-14,3689.5566409999997
2010-12-15,3658.205322
2010-12-16,3571.63208
2010-12-17,3581.458496
2010-12-20,3568.704102
2010-12-21,3637.3378909999997
2010-12-22,3620.5764159999994
2010-12-23,3611.423828
2010-12-27,3625.158447
2010-12-28,3659.884277
2010-12-29,3699.107178
2010-12-30,3703.4021
2011-01-03,3727.406494
2011-01-04,3759.9494630000004
2011-01-05,3783.5966799999997
2011-01-06,3736.14624
2011-01-07,3631.345215
2011-01-10,3478.445801
2011-01-11,3455.024414
2011-01-12,3554.6606450000004
2011-01-13,3564.8310549999997
2011-01-14,3569.038086
2011-01-17,3535.625977
2011-01-18,3548.543457
2011-01-19,3517.170654
2011-01-20,3454.015381
2011-01-21,3379.4426270000004
2011-01-24,3345.96167
2011-01-25,3433.803955
2011-01-26,3501.6132810000004
2011-01-27,3514.519775
2011-01-28,3487.506592
2011-01-31,3409.065918
2011-02-01,3442.398926
2011-02-02,3480.7226560000004
2011-02-04,3496.065186
2011-02-07,3487.6035159999997
2011-02-08,3459.830322
2011-02-09,3417.369385
2011-02-10,3373.5437009999996
2011-02-11,3391.665283
2011-02-14,3416.665527
2011-02-16,3416.68335
2011-02-17,3434.277832
2011-02-18,3501.393311
2011-02-21,3497.539307
2011-02-22,3450.9975590000004
2011-02-23,3474.0200200000004
2011-02-24,3439.030029
2011-02-25,3443.427979
2011-02-28,3470.2448729999996
2011-03-01,3512.5126950000003
2011-03-02,3486.093506
2011-03-03,3494.435303
2011-03-04,3542.797852
2011-03-07,3561.611328
2011-03-08,3580.2075200000004
2011-03-09,3598.568115
2011-03-10,3587.541504
2011-03-11,3542.122803
2011-03-14,3569.733154
2011-03-15,3524.3781740000004
2011-03-16,3531.372314
2011-03-17,3484.106689
2011-03-18,3493.9663090000004
2011-03-21,3518.741455
2011-03-22,3517.616699
2011-03-23,3556.125488
2011-03-24,3611.533936
2011-03-25,3607.0058590000003
2011-03-28,3602.751953
2011-03-29,3591.408203
2011-03-30,3640.8698729999996
2011-03-31,3678.5649409999996
2011-04-01,3707.377197
2011-04-04,3699.937256
2011-04-05,3685.82666
2011-04-06,3727.6875
2011-04-07,3730.472168
2011-04-08,3741.6999509999996
2011-04-11,3745.726807
2011-04-12,3719.1225590000004
2011-04-13,3734.302246
2011-04-14,3707.8691409999997
2011-04-15,3730.4011229999996
2011-04-18,3726.962402
2011-04-19,3732.539063
2011-04-20,3794.649414
2011-04-21,3800.968262
2011-04-25,3788.42749
2011-04-26,3774.759033
2011-04-27,3804.817871
2011-04-28,3808.815918
2011-04-29,3819.504639
2011-05-02,3849.1857909999994
2011-05-03,3813.754639
2011-05-04,3814.814697
2011-05-05,3816.1586909999996
2011-05-06,3798.4411619999996
2011-05-09,3785.337646
2011-05-10,3800.407227
2011-05-11,3838.0283200000003
2011-05-12,3808.5969240000004
2011-05-13,3831.907227
2011-05-16,3799.1132810000004
2011-05-18,3840.094971
2011-05-19,3859.695557
2011-05-20,3872.8378909999997
2011-05-23,3778.3420409999994
2011-05-24,3785.830811
2011-05-25,3780.0500490000004
2011-05-26,3814.702637
2011-05-27,3832.3161619999996
2011-05-30,3826.023193
2011-05-31,3836.853271
2011-06-01,3837.647217
2011-06-03,3843.905762
2011-06-06,3834.087158
2011-06-07,3842.8386229999996
2011-06-08,3825.707275
2011-06-09,3806.073975
2011-06-10,3787.5354
2011-06-13,3748.646729
2011-06-14,3773.160889
2011-06-15,3794.138428
2011-06-16,3740.359863
2011-06-17,3721.272705
2011-06-20,3729.011475
2011-06-21,3794.8264159999994
2011-06-22,3821.71875
2011-06-23,3823.5363770000004
2011-06-24,3848.443848
2011-06-27,3813.311768
2011-06-28,3830.1591799999997
2011-06-30,3888.453613
2011-07-01,3926.9814450000003
2011-07-04,3953.399902
2011-07-05,3924.0104979999996
2011-07-06,3908.8400880000004
2011-07-07,3939.355957
2011-07-08,4003.572021
2011-07-11,3995.468262
2011-07-12,3937.897949
2011-07-13,3980.726807
2011-07-14,3997.516357
2011-07-15,4023.0825200000004
2011-07-18,4032.8542479999996
2011-07-19,4023.297607
2011-07-20,4050.5117189999996
2011-07-21,4067.952148
2011-07-22,4106.700195
2011-07-25,4086.9726560000004
2011-07-26,4132.654297
2011-07-27,4173.987793
2011-07-28,4145.704102000001
2011-07-29,4130.677246
2011-08-01,4193.316406
2011-08-02,4177.722168
2011-08-03,4136.384277
2011-08-04,4121.963379
2011-08-05,3921.526611
2011-08-08,3850.1518549999996
2011-08-09,3735.008057
2011-08-10,3863.461182
2011-08-11,3869.25
2011-08-12,3890.4104
2011-08-15,3959.904297
2011-08-16,3953.1599119999996
2011-08-18,4020.874512
2011-08-19,3842.633789
2011-08-22,3839.502197
2011-08-23,3880.3488770000004
2011-08-24,3846.905762
2011-08-25,3844.2626950000003
2011-08-26,3841.616943
2011-09-05,3866.0573729999996
2011-09-06,3889.8554689999996
2011-09-07,4001.3142090000006
2011-09-08,4005.270996
2011-09-09,3998.383301
2011-09-12,3896.003418
2011-09-13,3874.6679689999996
2011-09-14,3798.9243159999996
2011-09-15,3774.2219240000004
2011-09-16,3835.067139
2011-09-19,3754.9404299999997
2011-09-20,3751.998779
2011-09-21,3697.384033
2011-09-22,3369.0432130000004
2011-09-23,3426.244385
2011-09-26,3316.0385739999997
2011-09-27,3473.834961
2011-09-28,3513.061768
2011-09-29,3537.0729979999996
2011-09-30,3548.926514
2011-10-03,3348.608643
2011-10-04,3269.354004
2011-10-05,3293.141357
2011-10-06,3443.0039060000004
2011-10-07,3425.5825200000004
2011-10-10,3450.9814450000003
2011-10-11,3531.648193
2011-10-12,3635.822754
2011-10-13,3675.274902
2011-10-14,3664.571045
2011-10-17,3728.904297
2011-10-18,3621.9194340000004
2011-10-19,3685.196533
2011-10-20,3622.6682130000004
2011-10-21,3620.556396
2011-10-24,3706.672119
2011-10-25,3710.36792
2011-10-26,3738.49585
2011-10-27,3812.890625
2011-10-28,3829.8461909999996
2011-10-31,3790.734375
2011-11-01,3684.9025880000004
2011-11-02,3762.922363
2011-11-03,3705.7001950000003
2011-11-04,3783.515625
2011-11-07,3778.1279299999997
2011-11-08,3805.5349119999996
2011-11-09,3857.248535
2011-11-10,3783.7687990000004
2011-11-11,3778.772949
2011-11-14,3832.9262700000004
2011-11-15,3813.72876
2011-11-16,3813.976807
2011-11-17,3792.140381
2011-11-18,3754.388428
2011-11-21,3679.719727
2011-11-22,3735.421143
2011-11-23,3686.898682
2011-11-24,
2011-11-25,3637.08374
2011-11-28,3646.940918
2011-11-29,3687.659668
2011-11-30,3714.969727
2011-12-01,3780.987061
2011-12-02,3779.7238770000004
2011-12-05,3780.680908
2011-12-06,3752.5625
2011-12-07,3793.1225590000004
2011-12-08,3781.648682
2011-12-09,3759.497314
2011-12-12,3792.0363770000004
2011-12-13,3763.467529
2011-12-14,3751.492676
2011-12-15,3701.430176
2011-12-16,3768.241943
2011-12-19,3770.1750490000004
2011-12-20,3752.226318
2011-12-21,3794.1545409999994
2011-12-22,3795.3305659999996
2011-12-23,3797.038086
2011-12-27,3789.3125
2011-12-28,3769.102051
2011-12-29,3808.658936
2011-12-30,3821.8786619999996
2012-01-02,
2012-01-03,3857.767578
2012-01-04,3907.304932
2012-01-05,3906.147949
2012-01-06,3869.3000490000004
2012-01-09,3888.956543
2012-01-10,3938.725098
2012-01-11,3909.523926
2012-01-12,3909.381104
2012-01-13,3935.209229
2012-01-16,3909.577148
2012-01-17,3954.6376950000003
2012-01-18,3978.0097659999997
2012-01-19,4000.954102
2012-01-20,3986.3964840000003
2012-01-24,3994.4643549999996
2012-01-25,3963.4873049999997
2012-01-26,3983.315918
2012-01-27,3986.291504
2012-01-30,3915.0437009999996
2012-01-31,3941.576172
2012-02-01,3964.858398
2012-02-02,4016.782715
2012-02-03,4015.82959
2012-02-06,3974.669922
2012-02-07,3955.334473
2012-02-08,3988.5805659999996
2012-02-09,3978.8698729999996
2012-02-10,3912.2771
2012-02-13,3961.7844240000004
2012-02-14,3952.699707
2012-02-15,3952.9277340000003
2012-02-16,3927.491455
2012-02-17,3976.423828
2012-02-20,
2012-02-21,4002.8320310000004
2012-02-22,3994.905273
2012-02-23,3958.6914060000004
2012-02-24,3894.446533
2012-02-27,3860.901611
2012-02-28,3903.440918
2012-02-29,3985.091797
2012-03-01,3962.1682130000004
2012-03-02,4004.749023
2012-03-05,3984.7788090000004
2012-03-06,3966.9582520000004
2012-03-07,3942.399902
2012-03-08,3967.5512700000004
2012-03-09,3991.4255369999996
2012-03-12,3987.227539
2012-03-13,4008.523193
2012-03-14,4054.2055659999996
2012-03-15,4039.860107
2012-03-16,4028.417725
2012-03-19,4024.613525
2012-03-20,4022.0485840000006
2012-03-21,4036.114014
2012-03-22,4041.4392090000006
2012-03-26,4031.585205
2012-03-27,4079.262939
2012-03-28,4090.4514159999994
2012-03-29,4105.04541
2012-03-30,4121.428223
2012-04-02,4165.948242
2012-04-03,4215.318848
2012-04-04,4133.913574
2012-04-05,4166.250488000001
2012-04-09,4153.943359000001
2012-04-10,4149.675781
2012-04-11,4129.890625
2012-04-12,4139.41748
2012-04-13,4159.15332
2012-04-16,4146.458008
2012-04-17,4157.241699
2012-04-18,4166.113281
2012-04-19,4163.592285
